Company	Sentiment	spam	Relevant	Sentiment	Subject	Handle
PayPal_General	NEUTRAL	N	N	neutral	"@WhoaBiebz Hi, I offer to pay money (using paypal) for 2 re-tweets. I will pay the money before you re-tweet. Deal?"	http://twitter.com/_Dissertation_/status/435796113111527425
PayPal_General	NEUTRAL	N	N	neutral	"@chenloves1d Hi, I offer to pay money (using paypal) for 2 re-tweets. I will pay the money before you re-tweet. Deal?"	http://twitter.com/_Dissertation_/status/435796375138074624
PayPal_General	NEUTRAL	N	N	neutral	"@imaginator1dx Hi, I offer to pay money (using paypal) for 2 re-tweets. I will pay the money ($8) before you re-tweet. Deal?"	http://twitter.com/_Dissertation_/status/435796562128539649
PayPal_General	NEUTRAL	N	N	neutral	"@MakeupbyMandy24  Hi, I offer to pay money (using paypal) for 2 re-tweets. I will pay $15 before you re-tweet. Deal?"	http://twitter.com/_Dissertation_/status/435796755850854400
PayPal_General	NEUTRAL	N	N	neutral	"@WhereTFisQ Hi, I offer to pay money (using paypal) for 2 re-tweets. I will pay you $8 'before' you re-tweet. Deal?"	http://twitter.com/_Dissertation_/status/435800380924903424
PayPal_General	NEUTRAL	N	N	neutral	"@thetrainofpayne Hi, I offer to pay money (using paypal) for 2 re-tweets. I will pay you $8 before you re-tweet. Deal?"	http://twitter.com/_Dissertation_/status/435800869754245121
PayPal_General	NEUTRAL	N	N	neutral	"@FvckDanny Hi, I offer to pay money (using paypal) for 2 re-tweets. I will pay before you re-tweet. Deal?"	http://twitter.com/_Dissertation_/status/435801914496675840
PayPal_General	NEUTRAL	N	N	neutral	"@DJFreshSA Hi, I offer to pay money (using paypal) for 2 re-tweets. I will pay $20 before you re-tweet. Deal?"	http://twitter.com/_Dissertation_/status/435802884324589569
PayPal_General	NEUTRAL	N	N	neutral	"@nitarageris Hi, I offer to pay money (using paypal) for 2 re-tweets. I will pay before you re-tweet. Deal?"	http://twitter.com/_Dissertation_/status/435809727834902528
PayPal_General	NEUTRAL	N	N	neutral	"@lnsaneTweets Hi, I would like to pay you money for one re-tweet. I would pay by paypal. How much would it cost?"	http://twitter.com/_Dissertation_/status/437909785548050432
PayPal_General	NEUTRAL	N	N	neutral	"@alispagnola Hi, I would like to pay you through paypal for one re-tweet. How much would I have to pay?"	http://twitter.com/_Dissertation_/status/437928141923684353
PayPal_General	NEUTRAL	N	N	neutral	"@FreddyAmazin Hi, I would like to pay you (using paypal) for one re-tweet. How much would that cost me?"	http://twitter.com/_Dissertation_/status/437929122908479489
PayPal_General	NEUTRAL	N	N	neutral	"@BiebsHeaven Hi, I would like to pay you for one re-tweet. I would pay using paypal. How much would it cost me?"	http://twitter.com/_Dissertation_/status/437967684290891776
PayPal_General	NEUTRAL	N	N	neutral	@ProtectTheCube a paypal account.	http://twitter.com/_Dissertations/status/431761426613420032
PayPal_General	NEUTRAL	N	N	neutral	@ElbertNN once they make payment for the essay. No catch except the essay must be 'at least' 700 wordcount & you need a paypal account.	http://twitter.com/_Dissertations/status/431762496081641472
PayPal_General	NEUTRAL	N	N	neutral	@ninjalexxx once they make payment for the essay. No catch except the essay must be 'at least' 700 wordcount & you need a paypal account.	http://twitter.com/_Dissertations/status/431762829323272192
PayPal_General	NEUTRAL	N	N	neutral	@abernashley once they make payment for the essay. No catch except the essay must be 'at least' 700 wordcount & you need a paypal account.	http://twitter.com/_Dissertations/status/431763251312205824
PayPal_General	NEUTRAL	N	N	neutral	@Jake_rocks6 once they make payment for the essay. No catch except the essay must be 'at least' 700 wordcount & you need a paypal account.	http://twitter.com/_Dissertations/status/431763532338962432
PayPal_General	NEUTRAL	N	N	neutral	@Justmeehannah once they make payment for the essay. No catch except the essay must be 'at least' 700 wordcount & you need a paypal account.	http://twitter.com/_Dissertations/status/431763811486687232
PayPal_General	NEUTRAL	N	N	neutral	@willambelli once they make payment for the essay. No catch except the essay must be 'at least' 700 wordcount & you need a paypal account.	http://twitter.com/_Dissertations/status/431764534274314240
PayPal_General	NEUTRAL	N	N	neutral	@jazzybelle___ once they pay for the essay. There's no catch except the essay must be 'at least' 700 wordcount & you need a paypal account.	http://twitter.com/_Dissertations/status/431766598970802176
PayPal_General	NEUTRAL	N	N	neutral	@Louis_Gonzalez once they pay for the essay. There's no catch except the essay must be 'at least' 700 wordcount & you need a paypal account.	http://twitter.com/_Dissertations/status/431767133874581504
PayPal_General	NEUTRAL	N	N	neutral	@Brad740 soon as your referral pays for the essay. No catch except the essay must be 'at least' 700 wordcount & you need a paypal account.	http://twitter.com/_Dissertations/status/431767910277980160
PayPal_General	NEUTRAL	N	N	neutral	@ZoeKainaroi once they pay for the essay. There's no catch except the essay must be 'at least' 700 wordcount & you need a paypal account.	http://twitter.com/_Dissertations/status/431768504883507200
PayPal_General	NEUTRAL	N	N	neutral	@neeenerssss For you to get paid (s)he would simply have to quote your email address in their email to us. And you need paypal. You pay Zero	http://twitter.com/_Dissertations_/status/433207128572968960
PayPal_General	NEUTRAL	N	N	neutral	@brittanyploen For you to get paid (s)he would simply have to quote your email address in their email to us. And you need paypal. You pay $0	http://twitter.com/_Dissertations_/status/433208594238939136
PayPal_General	NEUTRAL	N	N	neutral	@briannaaa8 For you to get paid (s)he would simply have to quote your email address in their email to us. And you need paypal. You pay $0	http://twitter.com/_Dissertations_/status/433212884424740864
PayPal_General	NEUTRAL	N	N	neutral	@gomezdanielleee For you to get paid (s)he would simply have 2 quote your email address in their email 2 us. You need paypal. You pay $0.	http://twitter.com/_Dissertations_/status/433246481655414785
PayPal_General	NEUTRAL	N	N	neutral	@RTFollowBack6 I will pay you $5 to your paypal account if you re-tweet 2 tweets. I will pay before you re-tweet. The 2 tweets are...	http://twitter.com/_Dissertations_/status/435471933144981504
PayPal_General	NEUTRAL	N	N	neutral	We will pay anyone who gets us a customer...$10. You need a paypal account. If you know someone who wants an essay writing forward them 2 us	http://twitter.com/_Dissertations_/status/440197536293212160
PayPal_General	POSITIVE	N	Y	negative	"@peoplesdefense I got a few bucks on a disposable credit card I'm more than happy to send your way, but I iz blocked by paypal"	http://twitter.com/_disss/status/447073939878346752
PayPal_General	NEUTRAL	N	Y	negative	"@peoplesdefense oh, and I'm in Ireland, so mail could take a week. Alternative to paypal? (it's a visa card)"	http://twitter.com/_disss/status/447074467693731840
Google_Wallet	NEUTRAL	N	N	neutral	"@peoplesdefense okay, looking at Google wallet. That is within US only."	http://twitter.com/_disss/status/447082909363863552
PayPal_General	NEUTRAL	N	N	neutral	"RT @DeFeEcT: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, I WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.co/9OHj2gqUjN"	http://twitter.com/_District_5/status/430023389764259842
PayPal_General	NEUTRAL	N	N	neutral	RT @DJRansomDollars: LIVEMIXTAPS UPLOAD & HOSTING DJRANSOMDOLLARS@GMAIL.COM @PAYPAL USERS GET 50% OFF ON PROMO	http://twitter.com/_DJ_IMNIT/status/433702853262061568
PayPal_General	NEUTRAL	N	N	neutral	RT @DJRansomDollars: MIXTAPE HOSTING 50% OFF TODAY WITH @PAYPAL USERS ONLY	http://twitter.com/_DJ_IMNIT/status/434639099786321920
PayPal_General	NEUTRAL	N	N	neutral	RT @DJBOSSCHIC: $100 LIVEMIXTAPES PAYPAL IS WHEATTSTRAW@GMAIL.COM EMAIL ZIP TO DJBOSSCHICMIXTAPES@GMAIL.COM	http://twitter.com/_DJ_IMNIT/status/435002966672568321
PayPal_General	NEUTRAL	N	N	neutral	Got this for $150 right now FREE SHIPPING must have paypal HIT ME UP OR DM ME NOW http://t.co/lZesXOCZmD	http://twitter.com/_DJ_IMNIT/status/436529171138101248
PayPal_General	NEUTRAL	N	N	neutral	RT @DJRansomDollars: Im Hosting Mixtapes 50% Today #Paypal Users Only !	http://twitter.com/_DJ_IMNIT/status/436648523962912768
PayPal_General	NEUTRAL	N	N	neutral	"RT @DeFeEcT: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, I WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.co/9OHj2gqUjN"	http://twitter.com/_DJksn/status/430095699368099841
PayPal_General	NEUTRAL	N	N	neutral	"RT @DeFeEcT: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, I WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.co/9OHj2gqUjN"	http://twitter.com/_djs98/status/430042386027524096
PayPal_General	NEUTRAL	N	N	neutral	Came A Long Way... Now People They Pay Me In Paypal_Ÿ’__Ÿ˜‰ http://t.co/xsTBLaFCFs	http://twitter.com/_DJStroke/status/439242912581562368
PayPal_General	NEUTRAL	N	Y	neutral	"RT @ForbesTech: Elon Musk says PayPal must split from Ebay: ""It's as if Target owned Visa or something."" http://t.co/bYq2YhVxEV"	http://twitter.com/_dmusic/status/436128961123590144
PayPal_General	NEUTRAL	N	Y	negative	How much do I have to sell for paypal to quit making me wait on my money? @CMcGee1	http://twitter.com/_DO_LO/status/431637793911996417
PayPal_General	NEUTRAL	N	N	neutral	"Get FeaturePoints to get rewards like iTunes cards, Amazon GCs, PayPal cash, paid apps FREE! http://t.co/hudvpRGol1"	http://twitter.com/_DoctorJ_/status/430202221574098944
PayPal_General	NEUTRAL	N	Y	negative	RT @Support_Andy: [Notice]We opened Japanese account for Japanese fans who have difficulty in using paypal. Plz check the notice page. â˜_httâ€_	http://twitter.com/_dolkim/status/437222365127139328
PayPal_General	NEUTRAL	N	N	neutral	RT @GenericNamex: Yoshi actually knows Astro and is taking the donations for him please send it to Yoshi's PayPal #PrayForAstro PrayForâ€_	http://twitter.com/_DominicVasquez/status/437800178834083840
PayPal_General	NEUTRAL	N	N	neutral	FOLLOW ME ON INSTAGRAM @_DEYCALLMEDOMTWITTER @_DOMINIQUEAPERSONAL VIDEOS YOU ONLY NEED A PAYPAL... http://t.co/EBGaFnwhhk	http://twitter.com/_DominiqueA/status/433313717460406272
PayPal_General	NEUTRAL	N	N	neutral	FOLLOW ME ON INSTAGRAM @_DEYCALLMEDOMTWITTER @_DOMINIQUEAPERSONAL VIDEOS!!! YOU ONLY NEED A PAYPAL... http://t.co/odFe9llvTO	http://twitter.com/_DominiqueA/status/434876000099631104
PayPal_General	NEUTRAL	N	N	neutral	"Hi @majornelson, what are the rules with regards buying digitally on X1, can I buy Ryse from the US store with a valid address using Paypal?"	http://twitter.com/_DomoO_/status/436115299989860352
PayPal_General	NEGATIVE	N	Y	negative	"@houseoffraser Neil? are you there? Just to let you know there's something wrong with the paypal bit on your website. talk soon, love you xx"	http://twitter.com/_DonaldMcronald/status/437364946595495937
PayPal_General	NEUTRAL	N	N	neutral	"â€œ@bobbyano_: FS:DS ""Bred"" IV Size 9 PayPal Only $300 shipped.please RT. http://t.co/67Qw6OXUx6â€ù"	http://twitter.com/_DonCanon/status/434794954133495808
PayPal_General	NEGATIVE	N	Y	negative	Who know how to set up your bank account to paypal? Help!!!!	http://twitter.com/_DonCris10/status/447510880184311808
PayPal_General	NEUTRAL	N	N	neutral	how did i get another month of netflix i swear i had no money in my paypal the other day. or am i trippin	http://twitter.com/_donnale/status/445708121122426881
PayPal_General	NEGATIVE	N	Y	negative	I wanna donate to the trevor project but I need to send money into my paypal which takes a week and it ends in 3 days :( @tyleroakley	http://twitter.com/_donnale/status/446455311051030528
PayPal_General	NEUTRAL	N	N	neutral	"RT @DeFeEcT: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, I WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.co/9OHj2gqUjN"	http://twitter.com/_donte4/status/430060723436548097
PayPal_General	NEUTRAL	N	Y	neutral	"RT @Fact: Paypal's Co-Founder coded non-stop for 5 days without sleep, then finished the product 1 hour before he received $4.5 million in â€_"	http://twitter.com/_DontYouHateIt/status/440091947848310784
PayPal_General	NEUTRAL	N	N	neutral	"RT @zxzcdx: IF THE SEATTLE SEAHAWKS DO NOT WIN THE SUPERBOWL TODAY, I WILL SEND EVERYONE WHO RETWEETS THIS $100 ON PAYPAL http://t.co/27vcfâ€_"	http://twitter.com/_DOPEdson/status/430125749031301120
PayPal_General	NEUTRAL	N	N	neutral	"RT @zxzcdx: IF THE SEATTLE SEAHAWKS DO NOT WIN THE SUPERBOWL TODAY, I WILL SEND EVERYONE WHO RETWEETS THIS $100 ON PAYPAL http://t.co/27vcfâ€_"	http://twitter.com/_DopeKicks/status/430143616229457920
PayPal_General	NEUTRAL	N	Y	negative	"Tried to order something online and it wouldn't let me log into paypal, guess it wasn't meant to be"	http://twitter.com/_DOPEMatic/status/438177182083743745
PayPal_General	NEUTRAL	N	N	neutral	"PayPal set up ,,, email me for an invoice on deposits  ! Starting at$25"	http://twitter.com/_DopeRituals/status/432640794726772736
PayPal_General	NEUTRAL	N	Y	negative	Paypal has started banning accounts selling anything Bitcoin-related https://t.co/vPc3V74ZUz ì˜_ í_˜ìù´íŒ”...	http://twitter.com/_doss/status/430892885680996352
PayPal_General	NEGATIVE	N	N	neutral	RT @DopeDp: Smh ima cheap nigga anyway if you steal my tweet just paypal me 50 cent	http://twitter.com/_dotlice/status/434542197502128128
PayPal_General	NEUTRAL	N	Y	negative	"@AskPayPal Ebay buyer says unable to pay - ""the recipient hasn't accepted the payment"" What is the problem? What can I do?"	http://twitter.com/_doublecat/status/446019463818010624
PayPal_General	POSITIVE	N	Y	positive	@AskPayPal   ok thanks	http://twitter.com/_doublecat/status/446037955732205568
PayPal_General	NEUTRAL	N	Y	negative	Why are people surprised still when @paypal cuts off websites funds.	http://twitter.com/_Doug_F/status/446747454550310912
PayPal_General	NEUTRAL	N	N	neutral	@Rocherlive ...haven't heard back from any of them yet. Let me know if you'd be trusting enough of me to Paypal me before tickets were sent!	http://twitter.com/_Dowdy_/status/438435056064143360
PayPal_General	POSITIVE	N	N	positive	RT @IAmFredNice: thank u @Paypal	http://twitter.com/_DrakeGreenr/status/442388410108370944
PayPal_General	NEUTRAL	N	N	neutral	Gotta do this assessment for Paypal ..	http://twitter.com/_DramaQueen93/status/441631500216201217
PayPal_General	NEUTRAL	N	N		"I have this Flappy Bird app saved on my laptop, I might have set up a PayPal and sell people the app for some $$ on eBay _Ÿ˜‚_Ÿ˜©"	http://twitter.com/_dreamchaser34/status/434817356507152386
PayPal_General	NEUTRAL	N	N	neutral	RT @KingLaviish: IPhone 5 for sale looking for 150-250$ PAYPAL ONLY - i ship via usps phone is perfect comes with everything DM ME! http://â€_	http://twitter.com/_DreamChasin/status/431111833001676800
PayPal_General	NEUTRAL	N	Y	negative	@erinscafe @PayPal is the devil. PayPal leaves legos out on your tile floor where you walk barefoot. PayPal poops in your sock drawer.	http://twitter.com/_drewseph/status/433728351795027968
PayPal_General	NEUTRAL	N	Y	neutral	RT @samir: What does it mean when your Paypal balance is WU-TANG CLAN? http://t.co/dbDrZawCy1	http://twitter.com/_drewUX/status/443140190690111488
PayPal_General	NEUTRAL	N	N	neutral	PayPal bill me later !!!!!	http://twitter.com/_Dripz/status/431314848085839872
PayPal_General	NEUTRAL	N	N	neutral	RT @UNDFTDSOLES: Who has size 10.5 red yeezys DM me. Ill give you 3k tonight via paypal or miami meet up. RT please.	http://twitter.com/_DrizzyP/status/435571059996098561
PayPal_General	NEUTRAL	N	N	neutral	RT @itsOddFuture: HUF SOCKS. (Cheap)Email - itsOddFuture@hotmail.com*must be PayPal ready* http://t.co/0qrqciLZFQ	http://twitter.com/_DRUGGYWitHoess/status/446076582965170176
PayPal_General	NEUTRAL	N	N	neutral	RT @LivinLifeBOSS: I got all the oxon hill fights for the small price of $2 via paypal wassup	http://twitter.com/_DrugsAndHugs/status/441709739354099713
PayPal_General	NEUTRAL	N	N	positive	RT @PayPal: Keep your money to your #self.  #Paypalit for a safer way to pay.	http://twitter.com/_drusty/status/438513631026626560
PayPal_General	NEUTRAL	N	Y	negative	"RT @Official_SEA16: If your Paypal account is down for a few minutes, think about Syrians who were denied online payments for more than 3 yâ€_"	http://twitter.com/_Drymer_/status/429756267016765440
PayPal_General	NEUTRAL	N	N	neutral	"RT @SolesOut: Try selling your shoes on http://t.co/kfiXpf3KDl. Currently no fees, your listing is linked directly to your Paypal. Buy & Seâ€_"	http://twitter.com/_DSavMMF/status/435166680420188161
PayPal_General	NEUTRAL	N	Y	negative	My paypal statement be long as fuck every month I gotta chill	http://twitter.com/_DSavMMF/status/444308234531135488
PayPal_General	NEUTRAL	N	N	neutral	@LyssWitTheKicks  they be doing you good? You can use PayPal right?	http://twitter.com/_Dseay/status/447436429581619200
PayPal_General	NEUTRAL	N	N	neutral	@cvsxy how about $15 paypal for wanting paypal _Ÿ˜_	http://twitter.com/_DSHY/status/445000136318414848
PayPal_General	NEUTRAL	N	N	neutral	"RT @zxzcdx: IF THE SEATTLE SEAHAWKS DO NOT WIN THE SUPERBOWL TODAY, I WILL SEND EVERYONE WHO RETWEETS THIS $100 ON PAYPAL http://t.co/27vcfâ€_"	http://twitter.com/_Dsmith4/status/430092613639602176
PayPal_General	POSITIVE	N	N	neutral	go to sleep lol RT @CJiovonni: â€œ@_Duck_: PayPal is so lit.â€ùo	http://twitter.com/_Duck_/status/433327303704064000
PayPal_General	POSITIVE	N	N	neutral	RT @TheTurk203: @_Duhwayne_ lol ask all ur follows to paypal u one dollar and u would be ballin	http://twitter.com/_Duhwayne_/status/435961461056487424
PayPal_General	NEUTRAL	N	N	neutral	YALL TRYIN TO PUT A DOLLA EACH IN MY PAYPAL ACCOUNT	http://twitter.com/_Duhwayne_/status/435961535760855040
PayPal_General	NEUTRAL	N	N	neutral	@Will_Proc @WilliamBiss I can't make Reading unfortunately. But yeah I can paypal the postage costs etc!	http://twitter.com/_dunners/status/432250136245190656
PayPal_General	NEUTRAL	N	N	neutral	"RT @DeFeEcT: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, I WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.co/9OHj2gqUjN"	http://twitter.com/_dutchmaster/status/430085936979144705
PayPal_General	NEUTRAL	N	N	neutral	"RT @zxzcdx: IF THE SEATTLE SEAHAWKS DO NOT WIN THE SUPERBOWL TODAY, I WILL SEND EVERYONE WHO RETWEETS THIS $100 ON PAYPAL http://t.co/27vcfâ€_"	http://twitter.com/_dvrnxl/status/430120999125000192
PayPal_General	NEUTRAL	N	N	neutral	RT @GeneticTourneys: 2v2 SnD 1ND Tourney! $7.50 entry!Paypal in Bio//send money with GTs in payment.@ShawnAbner @ABOUTx99NINJAS @CoDRT24_â€_	http://twitter.com/_Dwighttt/status/444674809365274624
PayPal_General	NEUTRAL	N	N	neutral	using every paypal account of your family to maximise the free month trials on netflix	http://twitter.com/_dxnielo/status/435135406154481664
PayPal_General	NEUTRAL	N	N	neutral	"RT @DeFeEcT: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, I WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.co/9OHj2gqUjN"	http://twitter.com/_dxvyn/status/430112048694173696
PayPal_General	NEUTRAL	N	N	neutral	RT @iCollectNudes: IF SEAHAWKS LOSE ILL PAYPAL EVERYONE THAT RETWEETS THIS $50 NOT PLAYIN B http://t.co/Ijan2IAxid	http://twitter.com/_dylanjara/status/430131969406820352
PayPal_General	NEUTRAL	N	N	neutral	RT @iCollectNudes: IF SEAHAWKS LOSE ILL PAYPAL EVERYONE THAT RETWEETS THIS $50 NOT PLAYIN B http://t.co/Ijan2IAxid	http://twitter.com/_DylanMetz/status/430150116990017536
PayPal_General	NEUTRAL	N	N	neutral	RT @imabookshark: If only editing were just about editing. *sigh* Caught up on some 'paperwork' stuff (read: PayPal and my spreadsheet). Baâ€_	http://twitter.com/_dymps_/status/436978197218217985
PayPal_General	NEUTRAL	N	N	neutral	RT @StevenBertoni: How Do You Win The Mobile Wallet War? Be Like Starbucks.  http://t.co/UR06L3iIjk via @forbes @starbucks @paypal $sbux	http://twitter.com/_E_D_M_/status/436977565333352448
PayPal_General	NEUTRAL	N	Y	neutral	RT @RealDasch: The reason we take $1-2 from each contest is to pay Paypal fees. This will not be a website for me to make profit. All fundsâ€_	http://twitter.com/_earth3/status/431881965386866690
PayPal_General	NEUTRAL	N	N	neutral	RT @YoutubeRushed: Won the lottery! _RT_ and mention/DM me your paypal and I'll send you $20! Everyone gets $20! http://t.co/BltluXRS8P	http://twitter.com/_earth3/status/444680240292716544
PayPal_General	NEUTRAL	N	N	neutral	"To purchase any of my services, please send your payment through PayPal to lemurianscorpio@live.com and be sure... http://t.co/wTs5b5S2Em"	http://twitter.com/_EarthSpirit/status/436582885274185728
PayPal_General	NEUTRAL	N	Y	neutral	@FLASHXHYPE you guys able to accept PayPal?	http://twitter.com/_EasyP/status/432334119138099201
PayPal_General	NEUTRAL	N	N	neutral	"RT @DeFeEcT: IF THE DENVER BRONCOS DONT WIN THE SUPER BOWL TODAY, I WILL SEND EVERYONE WHO RT'S THIS $20 PAYPAL http://t.co/9OHj2gqUjN"	http://twitter.com/_eccentriclovee/status/430063454029119488
PayPal_General	NEGATIVE	N	Y	negative	@HiRezStudios Why paypal ( or all ) transaction are long =( ?	http://twitter.com/_Ecto_/status/430836393984950272
PayPal_General	NEUTRAL	N	N	neutral	RT @MYSTIKALGOD666: paypal me $200 if u wanna b on durag soul vol. 2 unless u famous then u on for free	http://twitter.com/_eddyd/status/438678283040063488
PayPal_General	NEUTRAL	N	N	neutral	"RT @EmpiReEsport: If I wake up tomorrow morning, 7 AM, with 2000 followers, I'll give away gamma/KF, and send someone 25$ paypal. Ready, seâ€_"	http://twitter.com/_EdgarG_/status/430195558808944640
PayPal_General	POSITIVE	N	N	neutral	"RT @EmpiReEsport: Winner has the option of paypal cash, gamma, or kontrol freeks =) 2k is so close."	http://twitter.com/_EdgarG_/status/430379157009100801
PayPal_General	NEUTRAL	N	N	neutral	"RT @EmpiReEsport: Hello all new followers! at 2500 followers, we will give away $25 (valued item, or paypal'd cash). #CreatingAnEmpiRe"	http://twitter.com/_EdgarG_/status/445286334941261824
PayPal_General	NEUTRAL	N	N	neutral	"RT @zxzcdx: IF THE SEATTLE SEAHAWKS DO NOT WIN THE SUPERBOWL TODAY, I WILL SEND EVERYONE WHO RETWEETS THIS $100 ON PAYPAL http://t.co/27vcfâ€_"	http://twitter.com/_edithhhh/status/430112853337456640
PayPal_General	NEUTRAL	N	N	neutral	RT @Cum_n_mybooty: NEED PROMO ?? DM ME FOR PROMO PRICES ( MUST HAVE PAYPAL )	http://twitter.com/_Edwardx3/status/433794603184324609
PayPal_General	NEUTRAL	N	Y	neutral	I just got my first #Paypal account- I'm either massively behind the times or experiencing a right of passage of adulthood... Maybe both...	http://twitter.com/_eekoorb/status/430224465700458496
PayPal_General	NEUTRAL	N	Y	negative	reason #8036 why i fucking hate paypal	http://twitter.com/_egjones/status/443802617526108161
